Movie,Aggregate-Rating
Pitch Perfect 3,8.5
Play or Die,5.4
Playing with Fire,8.3
Please Stand By,7.5
Pledge,6.3
Ploey: You Never Fly Alone,6.3
Poinsettias for Christmas,7.6
Point Blank,6.9
Possum,5.7
Pretty Little Stalker,8.2
Primal Rage,5.0
Private Life,7.0
Prodigy,6.4
Profile,6.6
Prospect,8.2
Proud Mary,8.2
Puppet Master: The Littlest Reich,5.4
Pyewacket,5.6
Queen & Slim,6.2
Quincy,7.3
Ralph Breaks the Internet,6.6
Rambo: Last Blood,6.3
Rampage,4.3
Random Acts of Violence,3.8
Rattlesnake,7.5
Ravers,6.8
Ray & Liz,6.9
Ready Player One,8.0
Red,6.6
Red Joan,6.7
Redcon-1,5.9
Replace,6.8
Replicas,6.5
Reprisal,6.3
Ride,8.4
Rise of the Footsoldier: Marbella,7.0
River Runs Red,5.8
Robin Hood,6.4
Robin Hood: The Rebellion,6.1
Rocketman,7.0
Rocks,6.6
Ronnie Coleman: The King,8.0
Room for Murder,4.7
Rose Plays Julie,7.2
Rosie,7.4
Run the Race,7.8
Running Out of Time,6.7
Russell Brand: Re:Birth,9.7
Rust Creek,5.9
Samson,7.1
Scarborough,7.5
Science Fair,8.4
Scooby-Doo! & Batman: The Brave and the Bold,8.9
Scorched Earth,6.7
Screwball,6.3
Sea Fever,5.9
Searching,7.2
Seberg,6.5
Second Act,7.2
Secret Obsession,5.4
Secret Santa,6.9
See You Yesterday,6.2
Selfie from Hell,3.6
Set It Up,6.6
Seven in Heaven,7.7
Sextuplets,6.6
Sgt. Stubby: An American Hero,8.9
Sherlock Gnomes,7.0
Shirkers,7.6
Shock and Awe,4.8
Shot Caller,5.3
Show Dogs,6.3
Sicario: Day of the Soldado,5.9
Sierra Burgess Is a Loser,5.0
Silencer,6.3
Skate Kitchen,7.4
Skin,7.0
Skyscraper,6.4
Slaughterhouse Rulez,6.0
Slay Belles,6.6
Slender Man,5.7
Slice,7.0
Smallfoot,7.0
Smurfs: The Lost Village,5.7
Social Animals,6.5
Solo: A Star Wars Story,5.1
Songwriter,7.2
Sorry to Bother You,5.1
Speed Kills,3.6
Spider-Man: Into the Spider-Verse,7.2
Spinning Man,6.8
Spiral,5.9
Spookers,6.0
St. Agatha,5.1
Stan & Ollie,8.0
Star Wars: The Rise of Skywalker,4.0
Starfish,6.6
Stasis,6.6
State Like Sleep,7.8
Stella's Last Weekend,7.2
Step Sisters,6.2
Stephanie,7.7
Stillwater,6.5
Stockholm,6.9
Straight Up,6.6
Strange but True,6.6
Stronger,7.8
Struggle: The Life and Lost Art of Szukalski,4.0
Submission,6.8
Summer '03,6.7
Summer of 84,6.5
Super Dark Times,8.2
Super November,9.0
Super Troopers 2,8.7
SuperFly,6.0
Supercon,6.2
Support the Girls,8.7
Suspiria,6.1
Swimming with Men,7.2
Swinging Safari,6.7
Swiped,5.8
T2 Trainspotting,6.7
"Take the Ball, Pass the Ball",7.0
Tammy's Always Dying,3.8
Tau,6.5
Teen Spirit,7.5
Teen Titans Go! To the Movies,7.3
Tell It to the Bees,6.7
Terminal,6.2
Thank You for Your Service,7.8
That's Not Me,6.1
The 15:17 to Paris,7.2
The Accountant of Auschwitz,6.3
The Addams Family,6.9
The After Party,7.9
The American Meme,6.2
The Angel,6.8
The Appearance,6.9
The Art of Racing in the Rain,7.0
The Art of Self-Defense,7.1
The Bad Man,5.4
The Ballad of Buster Scruggs,7.0
The Barge People,5.1
The Basement,5.1
The Beguiled,6.4
The Beyond,7.2
The Biggest Little Farm,8.1
The Bill Murray Stories: Life Lessons Learned from a Mythical Man,6.7
The Bleeding Edge,6.0
The Boat,6.6
The Boss Baby,7.0
The Boy Downstairs,6.2
The Brawler,6.0
The Breadwinner,7.0
The Breaker Upperers,7.4
The Bromley Boys,7.0
The Bye Bye Man,5.7
The Catcher Was a Spy,7.2
The Changeover,7.2
The Chaperone,7.1
The Christmas Chronicles,7.3
The Cleaning Lady,7.7
The Climb,6.5
The Clovehitch Killer,3.8
The Cloverfield Paradox,6.2
The Commodore Story,7.9
The Commuter,6.7
The Con Is On,6.8
The Convent,5.8
The Covenant,6.5
The Dark,7.0
The Dark Red,7.2
The Dark Tapes,6.2
The Darkest Minds,5.1
The Dead Don't Die,3.1
The Death & Life of John F. Donovan,4.4
The Death of Dick Long,3.6
The Debt Collector,6.3
The Delinquent Season,8.0
The Devil's Doorway,3.8
The Dig,6.8
The Director and the Jedi,5.7
The Domestics,5.9
The Dustwalker,8.5
The Endless,6.7
The Equalizer 2,6.6
The Etruscan Smile,8.0
The Extraordinary Journey of the Fakir,7.0
The Eyes of Orson Welles,7.4
The Farewell,7.7
The Farm,6.9
The Fate of the Furious,4.1
The Favourite,7.0
The Festival,8.4
The Field Guide to Evil,3.6
The Final Wish,7.2
The First Purge,6.1
The Flatwoods Monster: A Legacy of Fear,5.2
The Front Runner,6.9
The Game Changers,7.2
The Gateway,6.8
The Girl in the Spider's Web,6.3
The Golem,6.5
The Grinch,6.9
The Guernsey Literary & Potato Peel Pie Society,7.7
The Happytime Murders,4.1
The Hate U Give,4.7
The Head Hunter,7.2
The Highwaymen,7.1
The Holiday Calendar,8.2
The House That Jack Built,5.7
The House with a Clock in Its Walls,6.8
The Hummingbird Project,6.9
The Hunter's Prayer,6.9
The Hurricane Heist,6.3
The Hustle,7.2
The Informer,6.8
The Intent 2: The Come Up,6.6
The Irishman,6.9
The Jurassic Games,6.4
The Keeping Hours,7.2
The Kid Who Would Be King,7.8
The Killing of a Sacred Deer,3.8
The Kindergarten Teacher,6.3
The Kissing Booth,7.8
The Land of Steady Habits,5.5
The Last Witness,6.0
The Last Word,6.7
The Layover,6.7
The Least of These,7.1
The Legacy of a Whitetail Deer Hunter,7.0
The Legend of Halloween Jack,6.6
The Lie,5.1
The Little Mermaid,6.6
The Little Stranger,6.9
The Long Dumb Road,5.6
The Man Who Killed Don Quixote,4.2
The Man Who Killed Hitler and Then the Bigfoot,4.2
The Meg,6.3
The Miracle Season,8.5
The Miseducation of Cameron Post,6.5
The More You Ignore Me,4.6
The Mule,5.7
The Neighbor,6.8
The New Romantic,8.1
The Night Sitter,5.7
The Nightingale,6.1
The Nile Hilton Incident,7.4
The Ninth Passenger,5.6
The Nun,6.1
The Nutcracker and the Four Realms,7.0
The Oath,5.4
The Odds,7.2
The Old Man & the Gun,6.4
The Outsider,7.8
The Padre,7.1
The Panama Papers,6.6
The Party's Just Beginning,8.4
The Perception,7.0
The Perfection,8.6
The Pirates of Somalia,7.0
The Polka King,6.8
The Possession of Hannah Grace,7.2
The Predator,6.1
The Princess Switch,7.6
The Professor,6.9
The Public,6.0
The Ranger,6.6
The Ritual,5.5
The Row,6.4
The Scorpion King: Book of Souls,6.4
The Seagull,6.5
The Shack,7.3
The Shadow Effect,6.1
The Shape of Water,7.2
The Sisters Brothers,7.4
The Snare,5.3
The Snarling,5.1
The Son of Bigfoot,6.8
The Sonata,7.2
The Song of Names,7.0
The Souvenir,6.9
The Space Between Us,7.0
The Spy Who Dumped Me,6.5
The Standoff at Sparrow Creek,6.1
The Strangers: Prey at Night,5.7
The Swerve,7.1
The Tale,6.6
The Titan,6.4
The Tomorrow Man,7.1
The Toybox,5.4
The True Don Quixote,8.6
The Unicorn,7.3
The Vanishing,6.4
The Vast of Night,7.3
The VelociPastor,6.5
The Wake,6.7
The Wedding Guest,7.1
The Week Of,6.8
The Weekend,7.2
The White Crow,7.0
The Wilde Wedding,7.1
The Wind,6.9
The Witch in the Window,5.2
The Wrong Son,4.9
Then Came You,7.3
This Time Away,7.0
Thomas & Friends: Big World! Big Adventures! The Movie,9.2
Three Identical Strangers,6.5
Through Black Spruce,6.5
Thumper,7.2
Thunder Road,7.1
Tiffany Haddish: Black Mitzvah,7.4
Time Freak,5.8
To All the Boys I've Loved Before,8.8
To the Bone,6.1
Tomb Raider,6.9
Tommaso,6.6
Traffik,5.6
Trespassers,6.3
Trial by Fire,5.8
Trick,6.3
Triple Frontier,6.5
Troop Zero,7.4
Truth or Dare,7.7
Tucked,6.7
Tully,6.7
Twinsanity,6.9
Two Graves,4.1
UFO,6.7
Unbroken: Path to Redemption,7.6
Uncle Drew,6.8
Under the Silver Lake,6.6
Under the Wire,6.3
Undercover Brother 2,5.4
Undercover Grandpa,6.2
Unfriended: Dark Web,6.0
Unsane,6.3
Upgrade,6.8
Us,6.4
VS.,6.6
Vault,6.2
Vengeance,7.5
Venom,6.0
Vice,6.6
Victor Crowley,6.5
Viking Destiny,6.6
Viper Club,6.9
Vita & Virginia,6.7
Vox Lux,6.5
W. Kamau Bell: Private School Negro,6.7
WWE WrestleMania 33,7.6
Walk Like a Panther,8.3
Wanda Sykes: Not Normal,8.6
Warfighter,6.3
Waves,6.4
We Belong Together,6.0
We Have Always Lived in the Castle,6.7
We the Animals,7.0
Webcast,6.7
Welcome Home,7.9
Welcome to Marwen,8.0
What Keeps You Alive,6.7
What Still Remains,9.5
What They Had,6.0
What the Health,6.1
Wheelman,6.9
When We First Met,7.1
Where Hands Touch,7.7
Where's the Money,7.0
White Boy Rick,6.4
Whitney,7.2
Whitney: Can I Be Me,6.2
Widow's Point,7.0
Widows,6.9
Wild Rose,7.3
Wildlife,7.0
Wildling,6.3
Winchester,6.4
Wind,6.6
Wonder Woman: Bloodlines,6.6
Woodshock,6.2
Wrinkles the Clown,6.0
Yardie,7.2
Yellow Rose,6.9
You Get Me,6.4
You Might Be the Killer,3.1
Zoe,7.5
Zombieland: Double Tap,6.5
Zoo,6.3
mid90s,6.8
mother!,6.4
फर्जंद,6.8
#Like,6.9
#cats_the_mewvie,7.5
100% Wolf,6.6
12 Hour Shift,6.7
1917,6.8
1BR,6.1
2 Hearts,6.8
22 vs. Earth,6.6
3 from Hell,3.7
47 Meters Down: Uncaged,6.1
5 Years Apart,6.3
6 Underground,5.6
8,6.7
A Babysitter's Guide to Monster Hunting,7.0
A Beautiful Day in the Neighborhood,8.7
A California Christmas,7.1
A Call to Spy,7.6
A Christmas Prince: The Royal Baby,7.0
A Christmas Winter Song,8.2
A Concerto Is a Conversation,7.3
A Dog's Journey,6.9
A Dog's Way Home,6.8
A Fall from Grace,7.6
A Good Woman Is Hard to Find,6.4
A Haunting at Silver Falls: The Return,4.4
A Hidden Life,6.6
A Madea Family Funeral,5.8
A Nice Girl Like You,8.8
A Quiet Place Part II,6.5
A Rainy Day in New York,6.7
A Score to Settle,6.8
A Secret Love,8.7
A Shaun the Sheep Movie: Farmageddon,7.4
A Soldier's Revenge,2.4
A Thousand Cuts,6.2
A Week Away,7.4
Abduction,4.5
Abe,6.5
Abigail,6.7
Abigail Haunting,5.0
Abominable,6.9
Above Suspicion,5.1
Above the Shadows,6.9
Adventures of Aladdin,7.4
Adventures of Rufus: The Fantastic Pet,9.5
After,7.1
After Midnight,6.3
After We Collided,6.4
After We Fell,6.5
After the Wedding,6.3
Aladdin,6.5
Alita: Battle Angel,6.0
Alive,7.6
All Day and a Night,6.6
All My Life,6.8
All Together Now,7.2
All the Bright Places,7.6
Alone,6.4
Always Be My Maybe,7.5
American Exit,6.8
American Skin,6.1
Ammonite,7.4
Amulet,5.8
Amy Schumer: Growing,5.6
An American Pickle,7.0
Angel Has Fallen,6.3
Angel of Mine,5.9
Animals,6.7
Annabelle Comes Home,6.1
Antebellum,6.0
Anything for Jackson,6.3
Apollo: Missions to the Moon,7.8
Archenemy,7.1
Archive,6.9
Arctic Dogs,6.7
Arkansas,6.9
Army of One,6.0
Army of Thieves,4.8
Army of the Dead,4.2
Around the Sun,8.0
Artemis Fowl,6.8
Assimilate,6.1
Audrey,7.1
Ava,6.7
Avengers: Endgame,6.4
Awake,6.2
Awoken,6.4
Baby Done,6.4
Babysplitters,7.0
Babyteeth,6.4
Bad Boys for Life,4.4
Bad Education,5.1
Bad Hair,4.8
Bait,6.2
Batman vs. Teenage Mutant Ninja Turtles,7.0
Batman: Soul of the Dragon,6.6
Battle at Big Rock,4.9
Beastie Boys Story,6.6
Beats,6.1
Becky,6.5
Becoming,6.7
Before/During/After,6.0
Behind You,6.8
Behind the Trees,8.2
Belfast,7.1
Beneath a Sea of Lights,7.0
Benny Loves You,8.0
Best Sellers,9.0
Between the World and Me,8.2
Big Time Adolescence,7.4
Bigfoot Family,5.0
Biggie: I Got a Story to Tell,6.0
Bill & Ted Face the Music,7.5
Bill Burr: Paper Tiger,5.0
Bingo Hell,4.7
Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),6.6
Black Bear,6.8
Black Box,6.7
Black Christmas,6.4
Black Is King,7.1
Black Water: Abyss,6.1
Black Widow,5.9
Black and Blue,6.8
Black as Night,6.7
Blinded by the Light,6.4
Blindfire,6.9
Bliss,8.2
Blithe Spirit,8.2
Blood Brothers: Malcolm X & Muhammad Ali,5.3
Blood Machines,6.9
Blood Quantum,6.3
Blood Vessel,6.6
Blood on Her Name,7.4
Bloodshot,6.6
Bloody Hell,3.0
Blow the Man Down,7.6
Blue Miracle,9.0
Bo Burnham: Inside,7.3
Body Cam,6.3
Bombshell,6.7
Books of Blood,5.8
Borat Subsequent Moviefilm,7.1
Boss Level,7.2
Boy Meets Boy,7.6
Boys from County Hell,3.5
Brahms: The Boy II,6.0
Breach,6.3
Breakthrough,6.6
Brightburn,5.9
Britney vs. Spears,6.4
Brittany Runs a Marathon,7.6
Broken Law,6.1
Brothers by Blood,6.7
Buddy Games,7.2
Bull,6.5
Bullets of Justice,9.0
Butchers,6.8
CODA,7.9
Calm with Horses,7.7
Capital in the Twenty-First Century,6.4
Capone,6.0
Captain Marvel,7.1
Captive,6.5
Captive State,6.3
Castle Freak,4.4
Cats,6.4
Caveat,6.5
Centigrade,6.5
Charlie's Angels,6.5
Chase,6.6
Chemical Hearts,7.5
Choke,4.4
Chris D'Elia: No Pain,5.2
Class Action Park,6.8
Clemency,5.9
Clementine,6.9
Clifford the Big Red Dog,7.1
Climbing Blind,6.8
Close,6.9
Close Encounters of the Fifth Kind,8.2
Clouds,6.4
Clown,5.8
Coachella: 20 Years in the Desert,6.0
Coastal Elites,6.1
Coda,7.9
Code 8,6.7
Coded Bias,6.5
Coffee & Kareem,6.5
Come As You Are,8.5
Come Play,7.7
Come True,7.5
Come from Away,6.6
Coming 2 America,8.1
Concrete Cowboy,7.4
Copshop,7.1
Countdown,6.4
Cousins,6.8
Coven,5.1
Cowboys,6.4
Crawl,5.9
Creation Stories,8.7
Crip Camp: A Disability Revolution,7.9
Crown Vic,6.4
Cruella,7.0
Crypto,6.5
Cryptozoo,6.9
Cuck,6.3
Cut Throat City,5.3
Da 5 Bloods,6.6
Danger Close: The Battle of Long Tan,4.0
Dangerous Lies,4.8
Dark Encounter,6.9
Dark Phoenix,6.6
Darlin',6.9
Dating Amber,7.6
Daughter of the Wolf,6.7
Days of the Bagnold Summer,6.0
Dead Water,4.2
Deadcon,5.4
Deadly Switch,6.2
Death Ranch,4.5
Death of Me,4.0
Death to 2020,4.5
Deathstroke: Knights & Dragons - The Movie,6.6
Debt Collectors,4.7
Deep Blue Sea 3,6.1
Denmark,6.6
Deon Cole: Cole Hearted,7.4
Depraved,6.2
Derek DelGaudio's In & of Itself,7.4
Desperados,6.7
Dirt Music,5.3
Dirty God,6.5
Disappearance at Clifton Hill,6.2
Doctor Sleep,6.6
Dolemite Is My Name,7.2
Dolittle,6.9
Domino,6.4
Don't Let Them In,8.6
Don't Tell a Soul,7.4
Doom: Annihilation,4.1
Dora and the Lost City of Gold,5.8
Downhill,6.8
Downton Abbey,6.9
Drag Kids,5.7
Dreamkatcher,5.6
Dreamland,6.9
Drunk Parents,6.5
Dumbo,6.5
Dune,6.4
Dune Drifter,5.6
Earthquake Bird,6.6
Eat Brains Love,9.0
Echo Boomers,6.3
Elephant,6.6
Elevator Baby,7.4
Eli,6.2
Elyse,5.9
Emma.,7.2
Encanto,7.1
Endangered Species,6.5
Enemy Lines,4.5
Enola Holmes,7.0
Enter the Anime,6.7
Escape Plan: The Extractors,6.6
Escape Room,8.4
Escape from Pretoria,7.2
Eternal Beauty,8.6
Eurovision Song Contest: The Story of Fire Saga,7.5
Everybody's Talking About Jamie,7.5
Exchange Student,8.0
Excursion,6.9
Extra Ordinary,7.6
Extraction,6.6
Falling,6.4
Falling Inn Love,8.9
Fantasy Island,6.3
Fatal Affair,4.3
Fatale,6.1
Fatman,6.8
Fearless,8.2
Feast of the Seven Fishes,6.9
Feedback,7.4
Feel the Beat,7.4
Feels Good Man,8.3
Fighting with My Family,6.0
Finch,6.9
Finding Steve McQueen,6.3
Finding ʻOhana,7.6
Fireball: Visitors from Darker Worlds,7.1
Five Feet Apart,6.5
Flashback,6.6
Flora & Ulysses,7.5
Follow Me,6.9
Force of Nature,6.1
Ford v Ferrari,7.1
Four Good Days,7.9
Four Kids and It,6.5
Fourteen,6.1
Fractured,6.1
Framing John DeLorean,6.9
Frankie,7.6
Freaky,5.2
Fried Barry,4.8
Friends: The Reunion,8.3
Friendsgiving,6.5
Frozen II,7.3
Fyre Fraud,4.2
Gabriel's Inferno,6.8
Gemini Man,6.3
Georgetown,6.5
Get Duked!,7.0
Ghosts of War,3.2
Girl in the Basement,5.5
Give Me Liberty,8.0
Go!,6.6
Godmothered,7.3
Godzilla: King of the Monsters,6.9
Grand Isle,7.8
Great White,8.7
Greener Grass,6.8
Greenland,5.9
Gretel & Hansel,6.3
Greyhound,6.8
Hair Love,8.8
Hala,6.2
Half Brothers,6.4
Halloween Party,7.2
Hamilton,7.1
Hannah Gadsby: Douglas,8.3
Happiest Season,8.6
Happy Death Day 2U,6.1
Happy Times,8.7
Hareket Sekiz,6.0
Harriet,7.1
Haunt,4.8
Held,7.2
Hell Girl,4.3
Hell House LLC III: Lake of Fire,3.6
Here Awhile,7.4
High Flying Bird,6.7
Hillbilly Elegy,6.3
His House,6.4
Holidate,7.4
Holiday Rush,8.1
Holiday in the Wild,8.2
Holler,6.8
Homecoming: A Film by Beyoncé,6.0
Honest Thief,6.6
Honey Boy,6.6
Honeydew,5.6
Hooking Up,7.3
Hope Gap,8.2
Horizon Line,5.9
Horrible Histories: The Movie - Rotten Romans,3.2
Horse Girl,6.8
Host,6.1
Hostage House,6.5
Hosts,5.4
Hotwired in Suburbia,6.0
How to Build a Girl,6.0
Hubie Halloween,6.9
Human Nature,6.9
Hunted,6.4
Hunter Hunter,6.3
Hustlers,6.5
I Am Easy to Find,8.2
I Am Mother,6.4
I Am Patrick Swayze,7.1
I Care a Lot,7.8
I Hate Kids,4.9
I Met a Girl,7.0
I See You,6.6
I Still Believe,6.8
I Used to Go Here,6.7
I'm Thinking of Ending Things,6.6
I'm Your Woman,6.9
IO,6.1
Impractical Jokers: The Movie,7.2
In Search of Darkness: Part II,6.0
In the Shadow of the Moon,6.0
In the Tall Grass,5.7
India Sweets and Spices,8.6
Infinite,6.6
Inherit the Viper,6.3
Inheritance,6.4
Initiation,5.7
Inside Man: Most Wanted,6.9
Intrigo: Dear Agnes,7.8
Invasion: Planet Earth,7.2
Iron Fists and Kung Fu Kicks,6.0
Irresistible,8.1
It Chapter Two,6.1
It Must Be Heaven,8.5
Itsy Bitsy,6.4
Jiu Jitsu,6.5
Jo Koy: Comin’ In Hot,7.4
John Henry,5.8
John Mulaney & The Sack Lunch Bunch,9.2
John and the Hole,5.1
Joker,6.4
Juanita,7.0
Judy & Punch,5.4
Jumanji: The Next Level,6.9
Just Mercy,7.2
Just a Thought,6.7
Justice Society: World War II,6.5
K-12,7.0
Kandasamys: The Wedding,8.2
Katherine Ryan: Glitter Room,7.4
"Ken Jeong: You Complete Me, Ho",6.4
Kevin Hart: Irresponsible,5.6
Kill Chain,4.0
Kill Me Twice,4.1
Killerman,6.1
Killers Anonymous,3.5
Kindred,6.1
King Otto,8.2
Klaus,7.3
LEGO DC: Shazam! Magic and Monsters,6.8
LUZ,6.4
Lady and the Tramp,7.2
Language Lessons,8.1
Last Christmas,7.3
Late Night,6.6
Lazy Susan,6.0
Legacy of Lies,6.5
Lego DC Batman: Family Matters,6.6
Let Him Go,6.6
Let It Snow,7.0
Let Them All Talk,6.7
Life Like,7.5
Life in a Year,6.3
Light of My Life,7.0
Like a Boss,7.5
Limbo,6.7
Line of Duty,7.0
Little,6.4
Little Fish,7.1
Little Monsters,6.4
Little Women,6.9
Locked Down,6.4
Looks That Kill,5.2
Lost Girls,5.5
Love Sarah,8.9
Love Wedding Repeat,8.7
Love and Monsters,8.9
Loves Spell,8.7
Luca,7.2
Luce,6.4
Lucky,8.2
Lucky Day,7.9
Lucy in the Sky,6.6
Lupe,6.7
Luxor,7.4
Lying and Stealing,4.7
Lynn + Lucy,5.0
MLK/FBI,5.1
Ma,6.9
Ma Rainey's Black Bottom,7.4
Made You Look: A True Story About Fake Art,5.7
Made in Italy,6.4
Madness in the Method,6.7
Madres,6.3
Magic Camp,6.8
Mainstream,7.0
Making Waves: The Art of Cinematic Sound,7.4
Malcolm & Marie,6.5
Maleficent: Mistress of Evil,4.4
Mank,6.7
Manou the Swift,8.1
Margaret Atwood: A Word After a Word After a Word Is Power,6.0
Marionette,6.0
Marriage Story,6.6
Mary,7.0
Max Cloud,6.6
Mermaid Down,5.6
Midnight at the Magnolia,7.0
Minamata,6.9
Minari,7.3
Mine 9,6.8
Misbehaviour,7.3
Miss Bala,6.3
Miss Fisher and the Crypt of Tears,6.5
Miss Virginia,7.2
Missing Link,6.5
Mister America,7.0
Mogul Mowgli,6.7
Monday,6.7
Monsoon,7.0
Monster Hunter,6.7
Monsters of Man,6.5
Mortal,6.3
Mortal Kombat,6.3
Mortal Kombat Legends: Battle of the Realms,5.5
Mortal Kombat Legends: Scorpion's Revenge,5.0
Motherless Brooklyn,6.8
Moxie,6.4
Mrs Lowry & Son,7.1
Mulan,6.8
My Father and Me,6.7
My Octopus Teacher,7.4
My Salinger Year,7.0
My Spy,7.3
My Zoe,6.8
Mystify: Michael Hutchence,7.2
Namaste Wahala,7.0
Nancy Drew and the Hidden Staircase,7.3
Native Son,6.2
Netflix vs. the World,6.3
Never Back Down: Revolt,6.5
Never Rarely Sometimes Always,6.6
News of the World,6.2
Nightbooks,6.7
Nikki Glaser: Bangin',7.4
Nimic,7.9
Nine Days,7.2
No Man of God,7.7
No One Gets Out Alive,6.8
Noelle,7.1
Nomadland,7.1
Nowhere Special,7.7
Occupation: Rainfall,7.0
Official Secrets,5.6
Old Henry,7.5
Older,6.4
On the Rocks,6.7
Once Upon a Time… in Hollywood,7.2
Once Were Brothers: Robbie Robertson and The Band,6.4
One Shot,6.1
Only,6.3
Onward,6.6
Operation Varsity Blues: The College Admissions Scandal,5.1
Ordinary Love,9.0
Ouija Shark,5.9
Our Friend,8.2
Our Godfather,7.3
Out,6.6
Out of Time,6.5
Outback,6.3
Outside the Wire,6.0
Over the Moon,7.0
Overcomer,7.7
P!NK: All I Know So Far,9.4
Paddleton,6.4
Palm Springs,7.4
Paranormal Activity: Next of Kin,5.7
Peel,6.2
Penguin Bloom,7.4
Penguins,6.7
Pentagram,5.8
Pet Sematary,6.8
Pete Davidson: Alive from New York,8.0
Phineas and Ferb: The Movie: Candace Against the Universe,6.9
Pieces of a Woman,5.8
Pixie,6.8
Plan B,7.2
Planet of the Humans,6.1
Playhouse,5.8
Playmobil: The Movie,6.1
Plus One,7.4
Pokémon Detective Pikachu,6.9
Polar,6.8
Polaroid,6.4
Porno,4.7
Possessor Uncut,6.6
Pretending I'm a Superman: The Tony Hawk Video Game Story,5.6
Prey,6.7
Primal,5.3
Prisoners of the Ghostland,4.5
Project Power,7.0
Promising Young Woman,7.2
Psycho Goreman,6.8
Puddles,4.5
Purl,7.5
QT8: The First Eight,6.0
Quiet Storm: The Ron Artest Story,6.0
Radioactive,7.1
Rams,7.4
Rapid Eye Movement,6.2
Rare Beasts,6.0
Ready or Not,7.5
Rebecca,7.2
Red Penguins,6.2
Red Shoes and the Seven Dwarfs,7.0
Reign of the Supermen,6.4
Relic,6.2
Reminiscence,6.9
Resistance,6.5
Resort to Love,8.9
Respect,8.0
Return to Horror Hotel,2.9
Richard Jewell,6.5
Ride Like a Girl,8.3
Ride the Eagle,7.5
Rim of the World,6.5
Ripper Untold,6.0
Rise of the Footsoldier: Origins,7.8
Roald Dahl's The Witches,4.5
Robert the Bruce,6.7
Rogue,6.2
Rogue Warfare,4.8
Ron's Gone Wrong,6.1
Room for Rent,7.0
Run,6.7
Run Hide Fight,4.5
Running with the Devil,4.0
Safer at Home,6.7
Saint Frances,7.7
Saint Maud,5.9
Satanic Panic,5.0
Sator,5.9
Save Ralph,8.3
Save Yourselves!,8.2
Saving Jaws,8.6
Saving Zoë,8.1
Scare Me,4.3
Scare Package,5.3
Scary Stories to Tell in the Dark,4.4
Scoob!,6.7
See You Soon,7.6
Seized,5.9
Semper Fi,6.8
Serenity,6.8
Sergio,7.3
Seth Meyers: Lobby Baby,7.5
Shadow in the Cloud,6.5
Shaft,6.7
Share,7.9
Shazam!,6.5
Shirley,7.3
Shithouse,7.5
Shiva Baby,6.9
Shooting Heroin,4.0
Showbiz Kids,7.7
Siberia,6.2
Sightless,6.5
Silence & Darkness,6.1
Six Minutes to Midnight,7.1
Skater Girl,7.2
Skylines,6.5
Slumber Party Massacre,7.0
Smiley Face Killers,4.5
Snatchers,6.5
Someone Great,8.6
Son,6.4
Son of the South,7.0
Songbird,6.4
Sonic the Hedgehog,7.1
Sorry We Missed You,6.0
Soul,6.9
Sound of Metal,6.9
Space Jam: A New Legacy,7.2
Spell,6.2
Spenser Confidential,6.4
Spider in the Web,6.6
Spider-Man: Far from Home,6.9
Spies in Disguise,6.1
Spiral: From the Book of Saw,6.0
Spontaneous,6.4
Spree,6.1
Spy Intervention,6.8
Square One,6.7
Staged Killer,3.8
Star Wars: Origins,5.2
Stargirl,7.1
Stay,7.1
Stay Out Stay Alive,6.8
Storm Boy,7.3
Street Gang: How We Got to Sesame Street,7.4
Stuber,6.3
Sturgill Simpson Presents Sound & Fury,5.5
Sublet,7.3
Summerland,7.4
Superintelligence,7.2
Supernova,7.0
Superpower Dogs,7.5
Survive the Night,6.5
Swan Song,6.8
Sweetheart,8.7
Sweetness in the Belly,8.4
Sword of Trust,8.4
Sylvie's Love,9.0
Tainted,6.3
Take Me Somewhere Nice,7.9
Talking About Trees,6.6
Target Number One,7.9
Terminator: Dark Fate,6.6
Tesla,6.3
The 16th Episode,6.4
The Act,6.8
The Aftermath,6.2
The Angry Birds Movie 2,4.2
The Argument,5.4
The Art of Political Murder,2.3
The Australian Dream,6.5
The Babysitter: Killer Queen,4.4
The Banana Splits Movie,6.3
The Banishing,4.5
The Banker,6.5
The Bay of Silence,6.9
The Beach Bum,6.7
The Beach House,7.2
The Bee Gees: How Can You Mend a Broken Heart,6.7
The Best of Enemies,7.9
The Binge,7.2
The Bling Lagosians,7.1
The Body Remembers When the World Broke Open,5.8
The Boy Who Harnessed the Wind,7.7
The Boys in the Band,7.1
The Broken Hearts Gallery,7.5
The Burnt Orange Heresy,6.9
The Call of the Wild,7.1
The Cat and the Moon,6.6
The Cave,6.3
The Cleansing Hour,6.1
The Clearing,7.5
The Coldest Game,6.4
The Colour Room,7.1
The Comeback Trail,6.9
The Corrupted,5.9
The Courier,6.5
The Craft: Legacy,6.6
The Creative Brain,8.8
The Croods: A New Age,7.2
The Curse of La Llorona,4.0
The Dare,6.9
The Dark and the Wicked,4.0
The Day Shall Come,6.7
The Deeper You Dig,6.0
The Devil All the Time,4.4
The Devil Below,3.5
The Dig,6.8
The Dinner Party,7.7
The Dirt,5.1
The Dissident,6.0
The Doorman,6.3
The Drone,6.1
The Dry,6.8
The Duke,7.1
The Edge,7.2
The Elephant Queen,7.9
The Empty Man,6.3
The End of the Storm,6.7
The F**k-It List,6.1
The Fanatic,6.5
The Father,5.7
